name,email,province,city,date,letter,gifts
Angela,angela2015@hotmail.com,Yukon,Watson Lake,2024-11-30,"Santa, my main man!

Angela here, chillin' in Watson Lake, Yukon. I've been keeping it real and staying good.
I'm dreaming of unwrapping a compact sewing machine on Christmas morning. And if you're feeling generous, a personalized leather journal would be the cherry on top!

You're the GOAT, Santa!
Angela
","compact sewing machine, personalized leather journal"
Jacqueline,jacqueline2015@outlook.com,Quebec,Quebec City,2024-12-18,"Hey Santa!

What's up? It's Jacqueline here from Quebec City, Quebec. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a Amazon Fire HD 10 Kids Pro under the tree. Oh, and if you've got room in that sleigh, a heated blanket with remote would be epic too!

You're the best, big guy!
Jacqueline
","Amazon Fire HD 10 Kids Pro, heated blanket with remote"
Tina,tina.bra@hotmail.com,Manitoba,Brandon,2024-12-07,"Hi there, Santa!

It's Tina from Brandon, Manitoba. I've been trying my best to stay on the nice list.
I'm really wishing for a Furby Furblets this year. And if it's not too much, a vintage-style typewriter keyboard would be amazing too!

Thanks for all you do!
Tina
","Furby Furblets, vintage-style typewriter keyboard"
Greg,greg.miller@mail.com,Northwest Territories,Yellowknife,2024-12-04,"Dear Santa Claus,

It’s Greg here from Yellowknife, Northwest Territories! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a mini waffle maker.
And if it’s okay, I’d also love a vintage-style typewriter keyboard to make the holidays even more special.

Thanks so much, Santa!
Love,
Greg
","mini waffle maker, vintage-style typewriter keyboard"
Cindy,cindy123@mail.com,British Columbia,Victoria,2024-12-04,"Hi there, Santa!

It's Cindy from Victoria, British Columbia. I've been trying my best to stay on the nice list.
I'm really wishing for a Barbie Dreamhouse this year. And if it's not too much, a ALEX Glow Sketch It Nail Pens would be amazing too!

Thanks for all you do!
Cindy
","Barbie Dreamhouse, ALEX Glow Sketch It Nail Pens"
William,william2010@mail.com,Manitoba,Steinbach,2024-11-29,"Dear S-Claus,

It's your pal William from Steinbach, Manitoba. I've been working on my nice game all year.
I'm really hoping for a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee) this Christmas. And hey, if you're in a giving mood, a The Clearly Impossible Puzzle would be awesome too!

Thanks for being you!
William
","Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee), The Clearly Impossible Puzzle"
Adam,,Alberta,Calgary,2024-11-14,"Hi Santa!

Adam here, waving from Calgary, Alberta. I've been trying my best to be good (most of the time).
I'm really hoping to find a Small Stoneware Vase under the tree. And if there's room in your bag, a skateboard would be amazing!

Thanks for being awesome!
Adam
","Small Stoneware Vase, skateboard"
Deborah,deborah2016@yahoo.com,Newfoundland and Labrador,Corner Brook,2024-11-10,"Dear Santa Claus,

Hello! My name is Deborah, and I live in Corner Brook, Newfoundland and Labrador.
I’ve been very kind and helpful this year. For Christmas, I would really like a Minnie Mouse Hat and Mittens.
It would also make me so happy to have a RC Controlled Paper Airplane Kit if you can manage it.

Thank you so much, Santa!
Yours truly,
Deborah
","Minnie Mouse Hat and Mittens, RC Controlled Paper Airplane Kit"
Ellen,ellen789@mail.com,Nova Scotia,Dartmouth,2024-11-29,"Hi there, Santa!

It's Ellen from Dartmouth, Nova Scotia. I've been trying my best to stay on the nice list.
I'm really wishing for a lego set this year. And if it's not too much, a indoor herb garden kit would be amazing too!

Thanks for all you do!
Ellen
","lego set, indoor herb garden kit"
Jessica,jessica.que@mail.com,Quebec,Quebec City,2024-11-29,"Hey Santa, what's good?

It's your buddy Jessica from Quebec City, Quebec. I've been trying to keep my cool all year.
I'm really hoping to score a eco-friendly reusable notebook this Christmas. And if you've got any magic left, a Nintendo Switch Game would be sick!

Keep sleighing it, Santa!
Jessica
","eco-friendly reusable notebook, Nintendo Switch Game"
Martin,martin.smith@mail.com,Yukon,Whitehorse,2024-12-23,"Hey Santa, what's good?

It's your buddy Martin from Whitehorse, Yukon. I've been trying to keep my cool all year.
I'm really hoping to score a Apple iPad Air this Christmas. And if you've got any magic left, a interactive storybook projector would be sick!

Keep sleighing it, Santa!
Martin
","Apple iPad Air, interactive storybook projector"
Tiffany,tiffany.cha@outlook.com,Prince Edward Island,Charlottetown,2024-12-20,"Dear S-Claus,

It's your pal Tiffany from Charlottetown, Prince Edward Island. I've been working on my nice game all year.
I'm really hoping for a Pom Pom Beanie with LED Light this Christmas. And hey, if you're in a giving mood, a Teenage Mutant Ninja Turtles Figures would be awesome too!

Thanks for being you!
Tiffany
","Pom Pom Beanie with LED Light, Teenage Mutant Ninja Turtles Figures"
Julia,julia.ran@yahoo.com,Nunavut,Rankin Inlet,2024-11-13,"Dear S-Claus,

It's your pal Julia from Rankin Inlet, Nunavut. I've been working on my nice game all year.
I'm really hoping for a RC Controlled Paper Airplane Kit this Christmas. And hey, if you're in a giving mood, a Minnie Mouse Hat and Mittens would be awesome too!

Thanks for being you!
Julia
","RC Controlled Paper Airplane Kit, Minnie Mouse Hat and Mittens"
Mindy,mindy.m@hotmail.com,Northwest Territories,Hay River,2024-12-05,"Dear Santa Claus,

Hello! My name is Mindy, and I live in Hay River, Northwest Territories.
I’ve been very kind and helpful this year. For Christmas, I would really like a wireless charging pad.
It would also make me so happy to have a Electric Candle Lighter if you can manage it.

Thank you so much, Santa!
Yours truly,
Mindy
","wireless charging pad, Electric Candle Lighter"
James,james2013@hotmail.com,Nova Scotia,Halifax,2024-12-16,"Hi Santa!

James here, waving from Halifax, Nova Scotia. I've been trying my best to be good (most of the time).
I'm really hoping to find a Our Generation Siberian Husky Plush under the tree. And if there's room in your bag, a desktop air purifier would be amazing!

Thanks for being awesome!
James
","Our Generation Siberian Husky Plush, desktop air purifier"
Jill,jill.bra@outlook.com,Manitoba,Brandon,2024-11-03,"Dear Santa Claus,

It’s Jill here from Brandon, Manitoba! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a toy car.
And if it’s okay, I’d also love a retro instant camera to make the holidays even more special.

Thanks so much, Santa!
Love,
Jill
","toy car, retro instant camera"
Tracy,tracy.smith@yahoo.com,Prince Edward Island,Charlottetown,2024-11-04,"Yo Santa!

Tracy checking in from Charlottetown, Prince Edward Island. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a virtual pet robot. And, if you're feeling extra jolly, a compact sewing machine would blow my mind!

Stay frosty!
Tracy
","virtual pet robot, compact sewing machine"
Dennis,dennis.whi@hotmail.com,Yukon,Whitehorse,2024-12-10,"Hi there, Santa!

It's Dennis from Whitehorse, Yukon. I've been trying my best to stay on the nice list.
I'm really wishing for a Wake Up Light Sunrise Alarm Clock this year. And if it's not too much, a LEGO Creator 3-in-1 Mighty Dinosaurs would be amazing too!

Thanks for all you do!
Dennis
","Wake Up Light Sunrise Alarm Clock, LEGO Creator 3-in-1 Mighty Dinosaurs"
Joseph,joseph.tor@yahoo.com,Ontario,Toronto,2024-11-13,"Dear Santa Claus,

Joseph here from Toronto, Ontario. I've been working hard on being good this year.
I'm really excited about the possibility of getting a virtual pet robot. And if it's not too much to ask, a wireless charging pad would be incredible!

Thanks for spreading joy!
Joseph
","virtual pet robot, wireless charging pad"
Jill,jill123@yahoo.com,Northwest Territories,Yellowknife,2024-11-06,"Dear Santa Claus,

It’s Jill here from Yellowknife, Northwest Territories! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a ElectroCubes Nightlight Building Set.
And if it’s okay, I’d also love a electric wine opener to make the holidays even more special.

Thanks so much, Santa!
Love,
Jill
","ElectroCubes Nightlight Building Set, electric wine opener"
Kenneth,kenneth.syd@mail.com,Nova Scotia,Sydney,2024-11-03,"Hi Santa!

Kenneth here, waving from Sydney, Nova Scotia. I've been trying my best to be good (most of the time).
I'm really hoping to find a Amazon Fire HD 10 Kids Pro under the tree. And if there's room in your bag, a bicycle would be amazing!

Thanks for being awesome!
Kenneth
","Amazon Fire HD 10 Kids Pro, bicycle"
Vanessa,,Manitoba,Steinbach,2024-11-01,"Hi there, Santa!

It's Vanessa from Steinbach, Manitoba. I've been trying my best to stay on the nice list.
I'm really wishing for a interactive storybook projector this year. And if it's not too much, a smart home assistant would be amazing too!

Thanks for all you do!
Vanessa
","interactive storybook projector, smart home assistant"
Brian,brian123@hotmail.com,Northwest Territories,Inuvik,2024-11-27,"Dear Santa,

I hope this letter finds you well. My name is Brian, and I live in Inuvik, Northwest Territories. 
This year, I've been on my best behavior. For Christmas, I would really love a retro instant camera. 
If you can, I would also be thrilled to receive a Electric Candle Lighter.

Thank you for all the joy you bring!
Sincerely,
Brian
","retro instant camera, Electric Candle Lighter"
Austin,austin2014@yahoo.com,British Columbia,Burnaby,2024-12-13,"Hey Santa, what's good?

It's your buddy Austin from Burnaby, British Columbia. I've been trying to keep my cool all year.
I'm really hoping to score a skateboard this Christmas. And if you've got any magic left, a customized photo puzzle would be sick!

Keep sleighing it, Santa!
Austin
","skateboard, customized photo puzzle"
Matthew,matthew.cha@outlook.com,Prince Edward Island,Charlottetown,2024-11-15,"Hi there, Santa!

It's Matthew from Charlottetown, Prince Edward Island. I've been trying my best to stay on the nice list.
I'm really wishing for a 5 Surprise NBA Ballers this year. And if it's not too much, a mini drone would be amazing too!

Thanks for all you do!
Matthew
","5 Surprise NBA Ballers, mini drone"
Joel,joel.brown@yahoo.com,Quebec,Gatineau,2024-11-08,"S-man!

What's crackin'? It's Joel from Gatineau, Quebec. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a bicycle. And if you're feeling extra jolly, a robot would be off the hook!

You're a legend, Santa!
Joel
","bicycle, robot"
Jonathan,jonathan2014@yahoo.com,Yukon,Dawson City,2024-12-05,"Hi Santa!

Jonathan here, waving from Dawson City, Yukon. I've been trying my best to be good (most of the time).
I'm really hoping to find a eco-friendly reusable notebook under the tree. And if there's room in your bag, a Miniverse Make It Mini Food Kits would be amazing!

Thanks for being awesome!
Jonathan
","eco-friendly reusable notebook, Miniverse Make It Mini Food Kits"
Kathy,kathy2016@hotmail.com,Nunavut,Rankin Inlet,2024-12-10,"To Santa Claus,

My name is Kathy, and I live in Rankin Inlet, Nunavut.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a LED Light-Up Sneakers. And if it’s not too much to ask, I would love a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee) as well.

Thank you so much, Santa!
Warm regards,
Kathy
","LED Light-Up Sneakers, Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee)"
David,,Prince Edward Island,Charlottetown,2024-12-17,"Hi Santa,

I'm David from Charlottetown, Prince Edward Island. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a skateboard. If it’s not too much trouble, I’d also love a customized photo puzzle.

Happy Holidays, Santa!
Best wishes,
David
","skateboard, customized photo puzzle"
Andrew,andrew2014@hotmail.com,Saskatchewan,Saskatoon,2024-11-09,"Dear Santa Claus,

It’s Andrew here from Saskatoon, Saskatchewan! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a skateboard.
And if it’s okay, I’d also love a ElectroCubes Nightlight Building Set to make the holidays even more special.

Thanks so much, Santa!
Love,
Andrew
","skateboard, ElectroCubes Nightlight Building Set"
Michael,michael789@outlook.com,New Brunswick,Fredericton,2024-12-17,"Dear Santa,

I hope this letter finds you well. My name is Michael, and I live in Fredericton, New Brunswick. 
This year, I've been on my best behavior. For Christmas, I would really love a toy car. 
If you can, I would also be thrilled to receive a Electric Candle Lighter.

Thank you for all the joy you bring!
Sincerely,
Michael
","toy car, Electric Candle Lighter"
Jennifer,jennifer.miller@yahoo.com,British Columbia,Burnaby,2024-11-02,"Dear Santa,

I hope this letter finds you well. My name is Jennifer, and I live in Burnaby, British Columbia. 
This year, I've been on my best behavior. For Christmas, I would really love a e.l.f. Halo Glow Liquid Filter. 
If you can, I would also be thrilled to receive a indoor herb garden kit.

Thank you for all the joy you bring!
Sincerely,
Jennifer
","e.l.f. Halo Glow Liquid Filter, indoor herb garden kit"
Danielle,danielle.van@hotmail.com,British Columbia,Vancouver,2024-12-04,"Dear Santa Claus,

Hello! My name is Danielle, and I live in Vancouver, British Columbia.
I’ve been very kind and helpful this year. For Christmas, I would really like a customizable neon sign.
It would also make me so happy to have a Temporary Tattoo Markers Kit if you can manage it.

Thank you so much, Santa!
Yours truly,
Danielle
","customizable neon sign, Temporary Tattoo Markers Kit"
Jonathan,,Northwest Territories,Inuvik,2024-11-26,"To Santa Claus,

My name is Jonathan, and I live in Inuvik, Northwest Territories.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a Furby Furblets. And if it’s not too much to ask, I would love a Teenage Mutant Ninja Turtles Figures as well.

Thank you so much, Santa!
Warm regards,
Jonathan
","Furby Furblets, Teenage Mutant Ninja Turtles Figures"
Nancy,nancy.ran@gmail.com,Nunavut,Rankin Inlet,2024-11-23,"Hello Santa,

My name is Nancy, and I come from Rankin Inlet, Nunavut.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a noise-cancelling headphones. And if it’s possible, I’d also really appreciate a indoor herb garden kit.

Thanks for making Christmas magical!
With gratitude,
Nancy
","noise-cancelling headphones, indoor herb garden kit"
Gina,gina789@hotmail.com,New Brunswick,Moncton,2024-12-15,"Dear Santa,

I hope this letter finds you well. My name is Gina, and I live in Moncton, New Brunswick. 
This year, I've been on my best behavior. For Christmas, I would really love a customizable neon sign. 
If you can, I would also be thrilled to receive a Our Generation Siberian Husky Plush.

Thank you for all the joy you bring!
Sincerely,
Gina
","customizable neon sign, Our Generation Siberian Husky Plush"
Joshua,joshua789@mail.com,Prince Edward Island,Charlottetown,2024-12-14,"Hi Santa,

I'm Joshua from Charlottetown, Prince Edward Island. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a Apple iPad (10th Generation). If it’s not too much trouble, I’d also love a Skullcandy Dime 2 In-Ear Wireless Earbuds.

Happy Holidays, Santa!
Best wishes,
Joshua
","Apple iPad (10th Generation), Skullcandy Dime 2 In-Ear Wireless Earbuds"
Christopher,christopher123@mail.com,Nova Scotia,Sydney,2024-11-26,"Dear Santa Claus,

Christopher here from Sydney, Nova Scotia. I've been working hard on being good this year.
I'm really excited about the possibility of getting a Surprise Toy Bath Bombs. And if it's not too much to ask, a teddy bear would be incredible!

Thanks for spreading joy!
Christopher
","Surprise Toy Bath Bombs, teddy bear"
Jennifer,jennifer.wilson@gmail.com,Prince Edward Island,Charlottetown,2024-11-21,"To Santa Claus,

My name is Jennifer, and I live in Charlottetown, Prince Edward Island.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a Harry Potter Wand. And if it’s not too much to ask, I would love a robot as well.

Thank you so much, Santa!
Warm regards,
Jennifer
","Harry Potter Wand, robot"
Randy,randy456@mail.com,Saskatchewan,Saskatoon,2024-11-08,"Yo Santa!

Randy checking in from Saskatoon, Saskatchewan. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a desktop bonsai tree kit. And, if you're feeling extra jolly, a smart water bottle would blow my mind!

Stay frosty!
Randy
","desktop bonsai tree kit, smart water bottle"
Christopher,christopher.jones@yahoo.com,Northwest Territories,Yellowknife,2024-12-15,"Dear S-Claus,

It's your pal Christopher from Yellowknife, Northwest Territories. I've been working on my nice game all year.
I'm really hoping for a Our Generation Siberian Husky Plush this Christmas. And hey, if you're in a giving mood, a LEGO Sets would be awesome too!

Thanks for being you!
Christopher
","Our Generation Siberian Husky Plush, LEGO Sets"
Michelle,michelle.whi@hotmail.com,Yukon,Whitehorse,2024-11-01,"Dear Santa,

I hope this letter finds you well. My name is Michelle, and I live in Whitehorse, Yukon. 
This year, I've been on my best behavior. For Christmas, I would really love a customizable neon sign. 
If you can, I would also be thrilled to receive a mechanical keyboard.

Thank you for all the joy you bring!
Sincerely,
Michelle
","customizable neon sign, mechanical keyboard"
Amanda,amanda.wilson@yahoo.com,New Brunswick,Saint John,2024-11-20,"Hi Santa!

Amanda here, waving from Saint John, New Brunswick. I've been trying my best to be good (most of the time).
I'm really hoping to find a 3D printing pen under the tree. And if there's room in your bag, a video game would be amazing!

Thanks for being awesome!
Amanda
","3D printing pen, video game"
Crystal,crystal2018@outlook.com,New Brunswick,Moncton,2024-12-08,"Hey Santa, what's good?

It's your buddy Crystal from Moncton, New Brunswick. I've been trying to keep my cool all year.
I'm really hoping to score a Harry Potter Crookshanks Plush this Christmas. And if you've got any magic left, a solar-powered phone charger would be sick!

Keep sleighing it, Santa!
Crystal
","Harry Potter Crookshanks Plush, solar-powered phone charger"
Kristi,kristi2017@hotmail.com,New Brunswick,Saint John,2024-11-05,"Hello Santa,

My name is Kristi, and I come from Saint John, New Brunswick.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a Amazon Fire HD 10 Kids Pro. And if it’s possible, I’d also really appreciate a Ceramic Piggybank Nursery Keepsake.

Thanks for making Christmas magical!
With gratitude,
Kristi
","Amazon Fire HD 10 Kids Pro, Ceramic Piggybank Nursery Keepsake"
Victor,victor.smith@yahoo.com,Newfoundland and Labrador,Corner Brook,2024-11-19,"Santa, my main man!

Victor here, chillin' in Corner Brook, Newfoundland and Labrador. I've been keeping it real and staying good.
I'm dreaming of unwrapping a ElectroCubes Nightlight Building Set on Christmas morning. And if you're feeling generous, a The Clearly Impossible Puzzle would be the cherry on top!

You're the GOAT, Santa!
Victor
","ElectroCubes Nightlight Building Set, The Clearly Impossible Puzzle"
Christina,christina.mon@yahoo.com,New Brunswick,Moncton,2024-11-28,"Hey Santa!

What's up? It's Christina here from Moncton, New Brunswick. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a vintage-style typewriter keyboard under the tree. Oh, and if you've got room in that sleigh, a compact sewing machine would be epic too!

You're the best, big guy!
Christina
","vintage-style typewriter keyboard, compact sewing machine"
Kelli,kelli456@outlook.com,New Brunswick,Moncton,2024-11-11,"Dear Santa Claus,

It’s Kelli here from Moncton, New Brunswick! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a video game.
And if it’s okay, I’d also love a color-changing smart light bulb to make the holidays even more special.

Thanks so much, Santa!
Love,
Kelli
","video game, color-changing smart light bulb"
Kathy,kathy.red@outlook.com,Alberta,Red Deer,2024-12-17,"Hi Santa,

I'm Kathy from Red Deer, Alberta. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a portable campfire. If it’s not too much trouble, I’d also love a teddy bear.

Happy Holidays, Santa!
Best wishes,
Kathy
","portable campfire, teddy bear"
Nicole,,Nunavut,Rankin Inlet,2024-12-23,"Dear Santa Claus,

Nicole here from Rankin Inlet, Nunavut. I've been working hard on being good this year.
I'm really excited about the possibility of getting a skateboard. And if it's not too much to ask, a customizable neon sign would be incredible!

Thanks for spreading joy!
Nicole
","skateboard, customizable neon sign"
Nicholas,nicholas123@hotmail.com,Northwest Territories,Yellowknife,2024-12-23,"Dear Santa Claus,

Hello! My name is Nicholas, and I live in Yellowknife, Northwest Territories.
I’ve been very kind and helpful this year. For Christmas, I would really like a portable bluetooth speaker.
It would also make me so happy to have a compact sewing machine if you can manage it.

Thank you so much, Santa!
Yours truly,
Nicholas
","portable bluetooth speaker, compact sewing machine"
Paula,paula.brown@gmail.com,Prince Edward Island,Summerside,2024-11-17,"To Santa Claus,

My name is Paula, and I live in Summerside, Prince Edward Island.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a mini drone. And if it’s not too much to ask, I would love a portable projector as well.

Thank you so much, Santa!
Warm regards,
Paula
","mini drone, portable projector"
Ashlee,ashlee.cal@gmail.com,Alberta,Calgary,2024-12-10,"Santa, my main man!

Ashlee here, chillin' in Calgary, Alberta. I've been keeping it real and staying good.
I'm dreaming of unwrapping a smart fitness tracker on Christmas morning. And if you're feeling generous, a Surprise Toy Bath Bombs would be the cherry on top!

You're the GOAT, Santa!
Ashlee
","smart fitness tracker, Surprise Toy Bath Bombs"
Theresa,,Ontario,Ottawa,2024-11-19,"Dear S-Claus,

It's your pal Theresa from Ottawa, Ontario. I've been working on my nice game all year.
I'm really hoping for a Funko POP! Figures (NBA, MLB, Marvel) this Christmas. And hey, if you're in a giving mood, a electric wine opener would be awesome too!

Thanks for being you!
Theresa
","Funko POP! Figures (NBA, MLB, Marvel), electric wine opener"
Samantha,samantha.bur@hotmail.com,British Columbia,Burnaby,2024-12-03,"Hello Santa,

My name is Samantha, and I come from Burnaby, British Columbia.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a mechanical keyboard. And if it’s possible, I’d also really appreciate a mini waffle maker.

Thanks for making Christmas magical!
With gratitude,
Samantha
","mechanical keyboard, mini waffle maker"
Emily,emily123@gmail.com,British Columbia,Victoria,2024-12-24,"Dear S-Claus,

It's your pal Emily from Victoria, British Columbia. I've been working on my nice game all year.
I'm really hoping for a scratch-off world map this Christmas. And hey, if you're in a giving mood, a eco-friendly reusable notebook would be awesome too!

Thanks for being you!
Emily
","scratch-off world map, eco-friendly reusable notebook"
Nicholas,,British Columbia,Vancouver,2024-11-04,"S-man!

What's crackin'? It's Nicholas from Vancouver, British Columbia. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a indoor herb garden kit. And if you're feeling extra jolly, a interactive storybook projector would be off the hook!

You're a legend, Santa!
Nicholas
","indoor herb garden kit, interactive storybook projector"
Alexis,alexis123@gmail.com,Nova Scotia,Halifax,2024-11-05,"Dear Santa Claus,

It’s Alexis here from Halifax, Nova Scotia! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a portable bluetooth speaker.
And if it’s okay, I’d also love a mini drone to make the holidays even more special.

Thanks so much, Santa!
Love,
Alexis
","portable bluetooth speaker, mini drone"
Jonathan,jonathan789@gmail.com,Manitoba,Steinbach,2024-11-18,"Dear S-Claus,

It's your pal Jonathan from Steinbach, Manitoba. I've been working on my nice game all year.
I'm really hoping for a Samsung Galaxy Tab A9+ this Christmas. And hey, if you're in a giving mood, a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee) would be awesome too!

Thanks for being you!
Jonathan
","Samsung Galaxy Tab A9+, Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee)"
John,john.smith@outlook.com,Manitoba,Brandon,2024-11-28,"Santa, my dude!

John here, repping Brandon, Manitoba. I've been good(ish) this year, promise!
I'm crossing my fingers for a smart fitness tracker. And if you're feeling extra magical, a electric scooter would make my year!

You rock, Santa!
John
","smart fitness tracker, electric scooter"
Julie,julie.inu@mail.com,Northwest Territories,Inuvik,2024-12-16,"Yo Santa!

Julie checking in from Inuvik, Northwest Territories. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a Teenage Mutant Ninja Turtles Figures. And, if you're feeling extra jolly, a scratch-off world map would blow my mind!

Stay frosty!
Julie
","Teenage Mutant Ninja Turtles Figures, scratch-off world map"
Christy,christy123@outlook.com,British Columbia,Burnaby,2024-11-05,"Dear Santa,

I hope this letter finds you well. My name is Christy, and I live in Burnaby, British Columbia. 
This year, I've been on my best behavior. For Christmas, I would really love a virtual pet robot. 
If you can, I would also be thrilled to receive a book.

Thank you for all the joy you bring!
Sincerely,
Christy
","virtual pet robot, book"
Nicholas,nicholas.sai@mail.com,New Brunswick,Saint John,2024-11-06,"S-man!

What's crackin'? It's Nicholas from Saint John, New Brunswick. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a Nintendo Switch Game. And if you're feeling extra jolly, a bicycle would be off the hook!

You're a legend, Santa!
Nicholas
","Nintendo Switch Game, bicycle"
Jessica,jessica.syd@mail.com,Nova Scotia,Sydney,2024-12-20,"Santa, my main man!

Jessica here, chillin' in Sydney, Nova Scotia. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Pom Pom Beanie with LED Light on Christmas morning. And if you're feeling generous, a portable campfire would be the cherry on top!

You're the GOAT, Santa!
Jessica
","Pom Pom Beanie with LED Light, portable campfire"
Sarah,sarah.sas@hotmail.com,Saskatchewan,Saskatoon,2024-12-09,"Hi Santa!

Sarah here, waving from Saskatoon, Saskatchewan. I've been trying my best to be good (most of the time).
I'm really hoping to find a Small Stoneware Vase under the tree. And if there's room in your bag, a programmable LED message board would be amazing!

Thanks for being awesome!
Sarah
","Small Stoneware Vase, programmable LED message board"
Anthony,anthony123@yahoo.com,Yukon,Dawson City,2024-11-23,"Hi Santa!

Anthony here, waving from Dawson City, Yukon. I've been trying my best to be good (most of the time).
I'm really hoping to find a portable campfire under the tree. And if there's room in your bag, a robot would be amazing!

Thanks for being awesome!
Anthony
","portable campfire, robot"
Andrea,,Manitoba,Steinbach,2024-11-01,"Hi Santa,

I'm Andrea from Steinbach, Manitoba. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a Our Generation Siberian Husky Plush. If it’s not too much trouble, I’d also love a heated blanket with remote.

Happy Holidays, Santa!
Best wishes,
Andrea
","Our Generation Siberian Husky Plush, heated blanket with remote"
Sara,sara.mis@gmail.com,Ontario,Mississauga,2024-11-11,"Dear Santa Claus,

Sara here from Mississauga, Ontario. I've been working hard on being good this year.
I'm really excited about the possibility of getting a smart water bottle. And if it's not too much to ask, a teddy bear would be incredible!

Thanks for spreading joy!
Sara
","smart water bottle, teddy bear"
Stacy,,Alberta,Edmonton,2024-12-23,"Hi Santa,

I'm Stacy from Edmonton, Alberta. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a Surprise Toy Bath Bombs. If it’s not too much trouble, I’d also love a RC Controlled Paper Airplane Kit.

Happy Holidays, Santa!
Best wishes,
Stacy
","Surprise Toy Bath Bombs, RC Controlled Paper Airplane Kit"
Robert,robert2016@mail.com,Newfoundland and Labrador,St. John's,2024-11-09,"Santa, my dude!

Robert here, repping St. John's, Newfoundland and Labrador. I've been good(ish) this year, promise!
I'm crossing my fingers for a eco-friendly reusable notebook. And if you're feeling extra magical, a LED Light-Up Sneakers would make my year!

You rock, Santa!
Robert
","eco-friendly reusable notebook, LED Light-Up Sneakers"
Steven,steven456@gmail.com,Nova Scotia,Halifax,2024-11-06,"Dear S-Claus,

It's your pal Steven from Halifax, Nova Scotia. I've been working on my nice game all year.
I'm really hoping for a Teenage Mutant Ninja Turtles Figures this Christmas. And hey, if you're in a giving mood, a Surprise Toy Bath Bombs would be awesome too!

Thanks for being you!
Steven
","Teenage Mutant Ninja Turtles Figures, Surprise Toy Bath Bombs"
James,james.jones@mail.com,Alberta,Red Deer,2024-11-22,"Dear Santa,

I hope this letter finds you well. My name is James, and I live in Red Deer, Alberta. 
This year, I've been on my best behavior. For Christmas, I would really love a customizable neon sign. 
If you can, I would also be thrilled to receive a ALEX Glow Sketch It Nail Pens.

Thank you for all the joy you bring!
Sincerely,
James
","customizable neon sign, ALEX Glow Sketch It Nail Pens"
Carolyn,carolyn123@gmail.com,Newfoundland and Labrador,Corner Brook,2024-11-27,"Dear Santa Claus,

Hello! My name is Carolyn, and I live in Corner Brook, Newfoundland and Labrador.
I’ve been very kind and helpful this year. For Christmas, I would really like a Barbie Dreamhouse.
It would also make me so happy to have a heated blanket with remote if you can manage it.

Thank you so much, Santa!
Yours truly,
Carolyn
","Barbie Dreamhouse, heated blanket with remote"
Shane,shane456@hotmail.com,Ontario,Ottawa,2024-12-20,"Dear Santa Claus,

It’s Shane here from Ottawa, Ontario! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a portable campfire.
And if it’s okay, I’d also love a Yellow Dress-Up Set to make the holidays even more special.

Thanks so much, Santa!
Love,
Shane
","portable campfire, Yellow Dress-Up Set"
